datetime,Guanyuan,Nongzhanguan,Huairou,Dongsi,Wanshouxigong,Tiantan,Dingling,Wanliu,Gucheng,Aotizhongxin,Changping,Shunyi
2016-11-02,100,102,74,94,94,81,38,88,92,83,62,89
2016-11-03,154,160,145,147,143,128,81,135,135,137,102,143
2016-11-04,202,182,165,178,165,143,147,177,171,164,153,112
2016-11-05,132,118,114,118,120,120,92,115,117,106,113,101
2016-11-06,46,44,59,45,47,45,48,46,56,44,49,50
2016-11-07,31,32,29,30,30,32,17,26,27,30,21,30
2016-11-08,39,26,29,32,34,29,23,38,58,33,30,35
2016-11-09,132,130,86,120,118,107,80,119,115,108,97,97
2016-11-10,107,95,111,93,94,90,96,120,119,98,104,99
2016-11-11,89,71,55,76,77,66,51,72,78,65,66,67
2016-11-12,82,72,73,72,72,64,66,76,83,69,88,64
2016-11-13,100,106,85,95,93,90,68,85,90,88,76,94
2016-11-14,72,58,33,53,47,51,33,44,42,43,42,42
2016-11-15,42,51,33,42,40,38,26,46,55,29,48,45
2016-11-16,95,99,67,87,88,77,74,86,102,71,78,81
2016-11-17,97,111,110,90,96,87,85,75,81,89,94,122
2016-11-18,174,182,182,158,162,146,146,166,155,156,159,156
2016-11-19,106,91,74,96,99,93,59,114,106,92,85,75
2016-11-20,38,39,26,40,39,42,36,33,35,34,33,28
2016-11-21,18,19,23,18,19,21,24,20,17,22,15,25
2016-11-22,14,17,20,16,16,16,22,18,14,20,15,21
2016-11-23,21,14,14,20,29,29,20,16,30,15,19,14
2016-11-24,63,60,48,73,63,65,37,54,65,52,43,47
2016-11-25,133,132,74,149,123,134,80,126,138,114,92,100
2016-11-26,232,251,168,229,231,233,152,212,227,219,168,205
2016-11-27,47,84,48,53,45,44,36,42,43,45,57,77
2016-11-28,56,65,30,69,61,65,41,62,80,52,50,35
2016-11-29,96,81,59,96,83,92,67,102,104,88,81,60
2016-11-30,85,77,64,92,83,86,46,74,91,73,70,72
2016-12-01,31,26,18,33,29,32,18,33,45,26,23,15
2016-12-02,78,81,37,90,84,90,50,77,81,60,59,49
2016-12-03,135,180,110,176,147,167,78,106,128,135,97,142
2016-12-04,208,201,118,230,200,205,78,175,166,193,105,164
2016-12-05,39,32,37,36,32,37,45,36,51,29,51,57
2016-12-06,78,84,43,95,71,76,35,71,71,73,45,65
2016-12-07,107,104,86,124,108,114,45,96,99,100,67,84
2016-12-08,83,81,53,92,80,90,54,70,92,69,75,60
2016-12-09,23,21,15,24,23,23,16,24,32,21,18,20
2016-12-10,40,41,18,47,44,42,42,48,52,36,43,30
2016-12-11,125,147,74,150,122,132,74,108,118,123,92,103
2016-12-12,137,137,135,154,133,149,137,142,163,128,147,137
2016-12-13,30,30,20,26,35,35,26,45,57,35,50,27
2016-12-14,21,23,17,27,25,26,17,26,31,20,18,18
2016-12-15,33,30,18,40,30,34,21,30,39,31,28,26
2016-12-16,107,94,27,110,126,128,34,78,108,63,45,38
2016-12-17,149,156,73,170,141,162,72,120,115,133,84,117
2016-12-18,148,159,99,175,161,157,111,126,126,139,126,114
2016-12-19,169,142,82,169,175,156,102,138,117,137,105,113
2016-12-20,252,223,219,267,248,259,167,221,302,201,233,176
2016-12-21,250,230,250,265,253,261,240,230,281,222,249,224
2016-12-22,37,52,78,53,50,55,24,35,17,40,27,80
2016-12-23,22,27,17,33,22,29,21,22,30,19,22,18
2016-12-24,89,94,55,110,77,85,67,86,97,88,80,70
2016-12-25,98,106,81,113,98,108,92,98,99,99,90,76
2016-12-26,28,35,24,37,29,33,28,27,34,31,35,31
2016-12-27,32,31,20,38,32,38,23,36,42,28,32,25
2016-12-28,46,56,40,60,53,58,32,44,50,45,34,51
2016-12-29,50,57,24,59,59,63,27,39,44,42,30,34
2016-12-30,173,186,71,213,195,212,71,142,137,132,79,104
2016-12-31,231,226,99,267,252,255,128,193,212,191,135,143
2017-01-01,331,303,304,350,289,306,188,308,338,287,284,276
2017-01-02,126,126,127,142,172,161,62,124,124,116,99,147
2017-01-03,211,240,107,242,246,258,108,183,212,179,136,178
2017-01-04,253,280,128,285,287,322,83,262,309,228,151,214
2017-01-05,141,138,179,151,141,141,145,137,155,136,162,169
2017-01-06,122,138,99,135,123,125,102,114,115,118,99,131
2017-01-07,97,115,85,110,106,110,77,92,112,93,110,93
2017-01-08,18,14,27,19,41,36,23,23,30,18,15,30
2017-01-09,31,25,18,31,32,34,20,22,27,23,24,17
2017-01-10,38,22,22,25,32,35,22,29,35,19,17,18
2017-01-11,58,49,25,66,72,71,21,53,55,37,31,27
2017-01-12,40,36,22,48,42,46,26,43,52,37,27,34
2017-01-13,30,23,24,23,22,23,29,25,20,27,21,28
2017-01-14,23,24,23,25,24,26,25,24,32,22,24,25
2017-01-15,39,41,52,46,39,42,52,39,47,36,51,46
2017-01-16,64,68,59,75,57,53,69,68,78,61,66,65
2017-01-17,88,94,81,103,88,81,70,84,99,90,75,89
2017-01-18,31,33,24,36,33,25,24,32,50,30,27,26
2017-01-19,59,60,29,65,49,68,39,49,62,51,48,46
2017-01-20,20,19,21,24,22,23,25,21,28,22,18,18
2017-01-21,29,33,20,35,29,34,23,26,34,28,25,30
2017-01-22,23,23,18,27,23,24,23,23,26,19,15,19
2017-01-23,25,30,17,31,27,29,22,24,26,23,25,24
2017-01-24,64,69,34,74,71,68,45,57,65,56,48,50
2017-01-25,114,112,84,127,118,114,92,101,109,108,94,106
2017-01-26,105,119,94,129,118,123,87,96,98,106,91,112
2017-01-27,56,52,57,62,58,53,28,52,64,45,36,62
2017-01-28,275,255,188,293,281,248,150,248,279,261,198,259
2017-01-29,48,47,41,60,51,56,31,41,47,44,37,42
2017-01-30,29,24,21,24,21,23,26,22,22,29,20,23
2017-01-31,56,52,42,58,62,58,31,51,70,46,33,54
2017-02-01,35,28,24,37,30,33,25,36,41,29,21,22
2017-02-02,63,67,35,76,71,77,39,64,54,55,44,44
2017-02-03,112,119,77,125,118,122,66,106,121,100,69,94
2017-02-04,161,172,139,195,186,184,91,144,164,157,93,164
2017-02-05,28,25,23,23,21,21,30,22,17,29,22,26
2017-02-06,29,25,24,22,21,24,27,22,19,27,17,26
2017-02-07,54,49,48,59,47,50,41,59,67,52,50,65
2017-02-08,32,30,23,38,31,40,28,29,30,31,24,22
2017-02-09,40,28,35,29,27,29,34,33,20,37,23,30
2017-02-10,33,23,34,26,24,29,31,29,21,34,24,31
2017-02-11,45,53,27,54,47,42,26,41,58,37,27,25
2017-02-12,87,113,44,121,95,114,46,77,87,77,53,65
2017-02-13,75,77,56,80,66,70,29,61,67,67,38,55
2017-02-14,118,109,109,116,108,108,96,115,125,111,108,120
2017-02-15,137,148,131,143,149,135,138,146,147,136,143,139
2017-02-16,70,73,61,79,74,77,50,68,76,81,58,68
2017-02-17,22,24,27,26,23,29,28,21,27,22,21,23
2017-02-18,73,75,59,87,75,78,58,71,92,66,61,59
2017-02-19,87,87,70,116,87,93,72,82,89,84,81,74
2017-02-20,19,22,31,24,20,25,30,22,24,22,20,25
2017-02-21,39,36,55,41,38,35,44,40,52,37,50,52
2017-02-22,48,44,47,47,55,50,44,43,46,48,47,46
2017-02-23,19,22,32,21,19,22,30,20,23,28,19,22
2017-02-24,25,23,25,28,29,31,27,23,31,19,16,18
2017-02-25,19,20,28,21,20,22,27,21,20,24,18,19
2017-02-26,27,23,25,29,27,25,24,26,42,24,28,25
2017-02-27,63,76,51,78,53,64,39,57,68,56,41,53
2017-02-28,23,21,24,22,20,21,30,20,20,30,18,21
